     -0.58       0.14
     -1.53      -0.62
     -0.29       0.09
     -0.04      -0.50
      0.18      -0.13
     -0.74      -3.13
     -0.94      -0.06
     -1.06       0.44
     -0.07       1.06
      0.59      -0.17
     -0.26       1.69
     -1.13       0.36
      1.69      -0.58
      1.11       0.32
     -0.53      -0.51
      0.89      -1.30
     -1.96       1.02
      1.38      -0.44
     -1.18      -0.13
      0.29      -0.11
     -0.33       0.33
     -1.82       0.84
      1.52       0.85
      0.48       1.26
     -1.12      -0.28
