    -16.27     -21.33
    -14.41      -0.08
     13.72     -19.31
    -12.27     -11.62
     20.60     -10.39
     -3.29      12.83
    -12.11      13.26
      4.73     -20.57
     11.48      16.28
     11.13       0.14
    -17.42       2.84
    -23.35      16.33
     11.34       7.18
    -15.26      11.05
     15.75     -22.39
    -20.49      15.62
      2.58      15.96
     10.64     -16.71
      2.67      -0.36
     15.13      -6.19
     14.03       1.14
     18.18      -9.99
     -6.15      -7.00
     13.21      17.27
    -20.77      18.33
