     14.73      -0.02
    -20.45      -9.81
    -23.68     -11.79
     19.03     -18.47
      4.85      21.96
    -23.60     -20.17
     20.36      11.21
     -9.45     -18.08
    -12.27      11.43
     23.42       1.51
    -18.12      -3.02
     16.66      22.24
     13.68       3.20
     -5.60      -5.41
    -10.10       9.68
    -14.53      11.34
    -22.84       4.99
    -17.84       1.41
     -2.25      13.03
    -21.97       1.17
    -13.14      -3.21
      4.74     -11.30
    -11.05       5.23
      2.44       0.97
     -0.82      11.63
