      5.20      17.39
     -5.44      -2.09
     11.51       0.90
     10.93      -9.87
     21.30      -6.87
     10.01      14.76
     16.46       5.07
    -13.29      -6.64
     -9.81      14.26
     -5.43     -21.86
    -23.08      -5.61
    -15.03      -5.38
      6.83     -23.87
     23.80      20.13
    -14.09     -12.73
    -17.59      23.55
      0.57      23.41
     23.27     -14.24
    -17.26       6.62
     -7.27     -14.55
      6.54       6.38
    -23.17      12.64
      0.83      16.45
     14.62       5.86
     10.53      -0.89
