     -0.59      -0.26
     -0.26       0.47
     -0.70      -1.13
      0.41       0.30
      1.31      -1.22
     -1.21      -0.54
     -1.01       0.11
     -0.18       1.84
     -1.53       0.14
      0.41      -0.55
     -0.80      -0.78
      0.82      -0.03
      0.72       0.15
      0.22      -1.34
      0.79       0.55
     -0.91       1.18
      1.44      -1.52
      0.60      -0.75
     -0.34       1.68
     -0.82      -0.32
      0.32       1.22
     -0.24       2.52
     -0.50       0.72
     -0.89      -2.42
     -0.00      -1.19
