      0.99      -1.43
      1.30       0.75
     -0.30       0.35
      0.38      -0.13
      0.23       2.09
     -0.69       0.67
      0.01      -0.46
      0.74      -1.29
     -0.41      -0.15
      0.38       0.79
     -1.47       0.57
      0.02      -0.16
     -2.61      -1.02
     -0.30       1.20
      0.63      -0.06
      0.19      -2.97
     -0.45      -0.16
      1.14       0.51
     -0.06      -0.64
      1.50      -1.65
     -0.64       0.43
      0.50       0.52
      0.23       0.10
     -1.84      -0.34
     -0.95       0.03
