     18.33       0.38
     18.03      -6.44
      4.54     -10.54
    -16.49     -10.45
     20.57     -14.08
     23.36       8.14
     15.71       2.08
     16.48     -15.32
      4.36      10.72
     -9.90       6.22
      2.82      -1.04
    -20.02       3.23
      8.33       6.20
    -22.22      18.11
      2.26      16.97
    -19.59      13.04
     10.17      -2.55
     -1.21      -5.87
      6.59       1.19
    -16.07      22.62
     -5.95     -22.74
     -8.66     -22.98
     -2.15     -19.84
      4.23     -22.12
      1.02      -1.90
