     -1.05      -0.35
     -1.30       0.75
     -0.30       0.35
      0.38      -0.13
      0.93       0.86
     -0.69       0.67
     -2.24      -0.26
     -1.44      -1.10
     -0.41      -0.15
     -0.38       0.79
     -1.47      -0.57
      0.02      -0.16
     -2.61      -1.02
      0.78      -0.23
      0.63      -0.06
     -1.36      -1.74
     -0.45      -0.16
      1.14       0.51
      1.42      -0.41
      1.50      -1.65
      1.40      -0.65
      0.61      -0.48
      0.23       0.10
      1.72       0.65
     -0.95       0.03
