      0.75      -0.37
     -0.77       0.58
     -1.13       0.07
     -0.58      -0.79
      0.02       0.90
     -0.89       1.97
     -0.12       1.06
      1.19      -1.70
     -1.29       0.16
      0.19      -0.04
      0.46       1.15
     -1.45      -1.24
     -0.38       1.34
     -1.79      -1.36
     -0.30      -1.75
      0.11      -0.91
     -0.22       1.96
      0.86       0.08
     -0.60      -0.31
     -0.75      -0.43
      0.01       0.09
      0.34      -0.42
      1.77       1.50
      0.06      -0.20
     -0.66      -1.91
