     19.38     -13.96
     -3.62      -0.51
      2.60     -16.86
     -2.37       1.70
     22.00     -15.09
     20.37      17.57
     20.13       5.43
     -0.29       2.29
    -18.19     -19.47
     12.38       0.65
    -17.71      15.33
    -11.05       4.53
     13.04      10.32
    -13.07      22.41
      5.49      17.73
    -20.93       3.77
     23.18     -16.71
    -11.86     -21.46
     -0.10      10.42
    -14.15      19.04
    -20.97     -10.48
    -20.30     -16.98
     13.96     -22.25
      1.21      -2.05
    -20.11      11.31
