     -0.92      -0.02
      0.25      -0.92
      0.37       1.03
      1.94       0.83
     -0.47       2.18
     -0.13       0.21
      1.52      -0.07
     -0.46       0.16
      0.56       0.95
     -0.82       0.78
      0.81       0.95
     -0.33      -0.59
     -0.33       0.14
      2.07      -0.30
      0.66       2.39
      0.42      -2.15
      0.74       0.11
     -1.00      -1.35
     -0.86       0.07
      0.33       0.23
      1.54       1.14
     -0.71      -0.45
      0.39       1.76
      0.36      -1.03
      0.39      -0.41
