     -7.74       6.49
     20.11     -11.49
    -23.59      18.53
    -16.42     -14.20
     -2.10     -15.13
     23.14      18.21
     12.96       0.77
     -4.09     -11.12
    -19.67     -10.26
     -8.67      -4.67
    -15.17       8.53
     -4.21     -18.56
    -19.29     -22.85
    -12.04      -3.01
    -11.19      -7.83
      5.55      14.55
    -20.94       6.39
    -18.96      11.72
      2.03     -15.46
     10.21       8.55
      7.41       7.04
    -24.00      -8.05
     10.57      -5.94
    -11.26     -20.89
     12.04      21.45
