    -22.74     -19.27
     -3.53      22.38
    -12.35      -4.20
    -23.50       1.08
     -4.11      16.18
      3.07      18.56
     22.94       3.78
      5.97     -18.07
     -0.41      22.15
    -16.15     -23.69
      4.99       8.09
     -2.43     -19.88
     16.00      11.59
     -9.34     -21.00
    -13.14     -12.22
    -11.81       5.76
     20.49       6.53
     -8.13       5.88
    -14.23     -10.55
      1.34      -1.54
     11.19      -2.20
    -18.10      -6.62
     13.87      19.34
      1.14       8.40
     11.49     -19.10
