     -6.10      -7.51
    -22.41      12.69
      2.52      -8.12
      0.33       2.57
      6.38     -15.87
      3.95      23.27
     23.07       4.68
      2.16     -17.08
      3.46       1.12
     13.62      -3.83
      2.19      16.28
     16.05      19.39
    -17.76       5.52
     15.07      -0.42
    -23.90     -21.70
    -16.66     -11.65
      3.04       8.71
      1.28     -12.28
     -6.26       9.78
      8.99       5.24
     20.29       4.95
     -8.30       0.18
    -20.08      10.51
      7.34      16.89
      3.97     -24.00
