      0.03       0.02
      0.07       1.75
     -0.34       1.46
     -0.08       0.13
      0.04       0.46
     -1.30       1.40
     -0.39      -0.42
     -0.10       0.51
      0.53      -1.30
      0.24       1.08
     -1.99       0.79
     -0.47      -0.39
      0.92       0.23
      0.81       0.04
      0.17       0.47
      1.03      -1.10
      1.10       0.16
     -1.89       2.03
     -1.00       0.57
      0.42       2.50
     -0.25       0.15
      1.20      -0.52
      0.76       0.08
      2.00      -1.56
     -0.86      -0.15
