    -22.58      -3.28
    -22.22      18.35
      2.54     -15.85
     22.13      -8.84
      4.61      -3.61
    -20.09       3.87
    -21.54      14.09
     -7.01      -8.76
     12.28      14.05
     -5.67       0.05
    -19.61      15.42
    -12.43       5.13
     12.32      -4.62
      6.70       3.54
     14.44       3.07
      3.86       7.44
    -17.62       3.64
      6.32     -22.24
     -8.60     -12.63
     17.87      23.49
     -7.98       5.12
    -11.94       1.14
     21.60      -6.35
     -6.14       2.00
      1.86      23.45
