      0.92      -0.02
     -0.21       0.94
     -0.74       0.40
      0.86      -0.84
     -0.14      -0.20
      0.87      -2.03
     -0.53       0.80
     -0.73       1.57
      1.05       0.51
     -0.30       0.06
     -1.29       1.35
     -0.40       0.23
     -1.60       0.63
     -0.54      -0.98
     -1.82      -1.37
      0.21      -0.18
      0.63       0.55
     -0.16       0.50
     -0.22       1.55
      0.10       0.77
      1.03      -0.42
      0.22       2.19
      0.06      -2.08
     -2.24       0.69
     -0.23       0.98
