     -0.12      -5.36
     12.93     -19.91
     -6.89       4.61
    -12.84      -5.84
     22.77      -9.90
     13.87      11.31
      6.78      17.18
     14.33      20.95
     -6.53      -8.99
     21.66      -4.08
    -17.79      23.17
     -0.12       5.37
     21.78      22.00
     -3.97      22.42
    -10.89      13.84
    -14.68       3.65
      4.26      -5.00
    -22.41      -8.82
     -1.53      22.32
    -11.49      21.17
    -17.37      -2.06
    -19.07      -7.72
     -9.40     -18.44
      7.00      14.80
    -18.11      12.34
