T	a2
 1.93368	-0.03959
 1.93368	-0.03959
 1.93368	-0.03828
 1.93368	-0.04270
 1.93368	-0.03533
 1.93368	-0.05396
 1.93368	-0.05396
 1.93368	-0.05396
 1.93368	-0.06175
 1.93368	-0.06196
 1.93368	-0.06196
 1.93368	-0.06196
 1.93368	-0.06249
 1.93368	-0.06249
 1.93368	-0.01276
 1.93368	-0.01276
 1.93368	-0.01276
 1.93368	-0.01276
 1.93368	-0.01276
 1.93368	-0.01455
 1.93368	-0.01518
 1.93368	-0.01592
 1.93368	-0.01435
 1.93368	-0.01145
 1.93368	-0.02221
 1.93368	-0.00203
 1.93368	-0.00203
 1.93368	-0.01516
 1.93368	-0.01516
 1.93368	-0.05007
 1.93368	-0.05007
 1.93368	-0.00016
 1.93368	-0.00016
 1.93368	 0.06702
 1.93368	 0.02757
 1.93368	 0.02757
 1.93368	 0.02792
 1.93368	-0.00434
 1.93368	 0.05861
 1.93368	 0.05861
 1.93368	 0.05861
 1.93368	 0.05861
 1.93368	 0.07077
 1.93368	 0.03798
 1.93368	 0.01791
 1.93368	 0.01044
 1.93368	 0.01044
 1.93368	 0.01044
 1.93368	 0.01819
 1.93368	-0.02041
 1.93368	-0.02041
 1.93368	-0.02041
 1.93368	-0.02285
 1.93368	-0.02285
 1.93368	-0.00045
 1.93368	-0.01232
 1.93368	-0.01232
 1.93368	-0.01405
 1.93368	-0.01651
 1.93368	-0.01407
 1.93368	-0.01587
 1.93368	 0.00993
 1.93368	-0.00388
 1.93368	-0.00388
 1.93368	-0.00388
 1.93368	-0.05550
 1.93368	-0.05170
 1.93368	-0.05855
 1.93368	-0.04906
 1.93368	-0.05688
 1.93368	-0.05688
 1.93368	-0.05688
 1.93368	-0.05688
 1.93368	-0.05688
 1.93368	-0.05688
 1.93368	-0.05688
 1.93368	-0.05565
 1.93368	-0.05565
 1.93368	-0.05722
 1.93368	-0.05722
 1.93368	-0.08076
 1.93368	-0.08076
 1.93368	-0.08076
 1.93368	-0.08076
 1.93368	-0.08076
 1.93368	-0.08076
 1.93368	-0.06965
 1.93368	-0.06965
 1.93368	-0.06965
 1.93368	-0.06965
 1.93368	-0.06965
 1.93368	-0.07210
 1.93368	-0.08958
 1.93368	-0.09684
 1.93368	-0.10048
 1.93368	-0.10057
 1.93368	-0.10057
 1.93368	-0.10057
 1.93368	-0.10057
 1.93368	-0.09716
 1.93368	-0.11116
 1.93368	-0.11117
 1.93368	-0.13053
 1.93368	-0.13169
 1.93368	-0.13169
 1.93368	-0.13169
 1.93368	-0.13911
 1.93368	-0.06219
 1.93368	-0.06219
 1.93368	-0.06219
 1.93368	-0.06153
 1.93368	-0.06153
 1.93368	-0.06153
 1.93368	-0.06153
 1.93368	-0.06153
 1.93368	-0.06153
 1.93368	-0.06153
 1.93368	-0.06354
 1.93368	-0.20036
 1.93368	-0.20036
 1.93368	-0.20036
 1.93368	-0.20036
 1.93368	-0.20036
 1.93368	-0.20047
 1.93368	-0.18642
 1.93368	-0.18839
 1.93368	-0.19117
 1.93368	-0.20806
 1.93368	-0.20806
 1.93368	-0.20199
 1.93368	-0.20235
 1.93368	-0.20235
 1.93368	-0.18444
 1.93368	-0.19985
 1.93368	-0.14769
 1.93368	-0.14769
 1.93368	-0.15237
 1.93368	-0.15237
 1.93368	-0.14912
 1.93368	-0.14305
 1.93368	-0.14305
 1.93368	-0.14305
 1.93368	-0.14305
 1.93368	-0.10607
 1.93368	-0.10607
 1.93368	-0.10607
 1.93368	-0.10607
 1.93368	-0.10319
 1.93368	-0.10319
 1.93368	-0.10319
 1.93368	-0.07383
 1.93368	-0.06617
 1.93368	-0.06617
 1.93368	-0.06754
 1.93368	-0.06951
 1.93368	-0.07419
 1.93368	-0.04638
 1.93368	-0.03201
 1.93368	-0.03201
 1.93368	-0.01296
 1.93368	-0.01296
 1.93368	-0.02624
 1.93368	-0.02624
 1.93368	-0.02129
 1.93368	-0.02129
 1.93368	-0.02129
 1.93368	-0.02280
 1.93368	-0.02280
 1.93368	 0.08265
 1.93368	 0.03549
 1.93368	 0.00524
 1.93368	 0.00425
 1.93368	 0.07154
 1.93368	 0.06257
 1.93368	-0.01793
 1.93368	-0.01793
 1.93368	-0.01793
 1.93368	-0.01793
 1.93368	-0.08534
 1.93368	-0.06135
 1.93368	-0.06135
 1.93368	-0.07992
 1.93368	-0.08862
 1.93368	-0.08862
 1.93368	-0.08862
 1.93368	-0.08862
 1.93368	-0.07902
 1.93368	-0.07902
 1.93368	-0.07902
 1.93368	-0.07902
 1.93368	-0.07929
 1.93368	-0.07929
 1.93368	-0.07929
 1.93368	-0.07929
 1.93368	-0.07757
 1.93368	-0.02976
 1.93368	-0.02976
 1.93368	-0.02976
 1.93368	-0.02976
 1.93368	-0.03022
 1.93368	-0.05540
 1.93368	-0.05540
 1.93368	-0.03486
 1.93368	-0.03486
 1.93368	-0.03486
 1.93368	-0.03486
 1.93368	-0.04135
 1.93368	-0.04727
 1.93368	-0.04727
 1.93368	-0.03284
 1.93368	-0.03284
 1.93368	-0.03284
 1.93368	-0.03284
 1.93368	-0.03284
 1.93368	-0.02770
 1.93368	 0.00446
 1.93368	-0.05066
 1.93368	-0.04513
 1.93368	-0.04513
 1.93368	-0.04896
 1.93368	 0.00276
 1.93368	 0.00276
 1.93368	-0.00672
 1.93368	-0.00672
 1.93368	-0.00672
 1.93368	-0.00672
 1.93368	-0.00672
 1.93368	-0.00672
 1.93368	-0.00672
 1.93368	-0.00672
 1.93368	-0.00672
 1.93368	 0.00311
 1.93368	 0.00311
 1.93368	 0.00311
 1.93368	 0.00311
 1.93368	 0.00311
 1.93368	-0.07636
 1.93368	-0.07658
 1.93368	-0.05073
 1.93368	-0.05073
 1.93368	-0.08455
 1.93368	-0.05107
 1.93368	-0.13211
 1.93368	-0.10662
 1.93368	-0.10662
 1.93368	-0.10662
 1.93368	-0.12814
 1.93368	-0.11667
 1.93368	-0.11667
 1.93368	-0.11667
 1.93368	-0.10849
 1.93368	-0.10849
 1.93368	-0.10849
 1.93368	-0.10849
 1.93368	-0.09434
 1.93368	-0.09434
 1.93368	-0.09434
 1.93368	-0.07822
 1.93368	-0.08386
 1.93368	-0.09902
 1.93368	-0.09902
 1.93368	-0.09911
 1.93368	-0.09911
 1.93368	-0.10086
 1.93368	-0.10086
 1.93368	-0.10086
 1.93368	-0.10349
 1.93368	-0.08810
 1.93368	-0.08810
 1.93368	-0.08501
 1.93368	-0.10808
 1.93368	-0.10367
 1.93368	-0.10345
 1.93368	-0.10345
 1.93368	-0.10041
 1.93368	-0.10041
 1.93368	-0.10041
 1.93368	-0.07648
 1.93368	-0.07215
 1.93368	 0.06749
 1.93368	 0.06749
 1.93368	 0.06749
 1.93368	 0.06749
 1.93368	 0.13960
 1.93368	 0.13960
 1.93368	 0.13960
 1.93368	 0.14396
 1.93368	 0.14396
 1.93368	 0.14396
 1.93368	 0.14391
 1.93368	 0.10465
 1.93368	 0.10465
 1.93368	 0.10465
 1.93368	 0.10465
 1.93368	 0.10465
 1.93368	 0.07686
 1.93368	 0.07686
 1.93368	 0.07686
 1.93368	 0.08954
 1.93368	 0.04576
 1.93368	 0.04576
 1.93368	 0.04576
 1.93368	 0.03852
 1.93368	-0.17680
 1.93368	-0.17680
 1.93368	-0.17680
 1.93368	-0.17680
 1.93368	-0.17680
 1.93368	-0.17680
 1.93368	-0.20221
 1.93368	-0.20161
 1.93368	-0.22470
 1.93368	-0.22470
 1.93368	-0.22380
 1.93368	-0.19682
 1.93368	-0.19682
 1.93368	-0.20463
 1.93368	-0.14332
 1.93368	-0.14332
 1.93368	-0.14332
 1.93368	-0.14416
 1.93368	-0.14416
 1.93368	-0.13876
 1.93368	-0.13876
 1.93368	-0.13364
 1.93368	-0.13364
 1.93368	-0.13364
 1.93368	-0.13364
 1.93368	-0.13364
 1.93368	-0.13364
 1.93368	-0.15166
 1.93368	-0.15166
 1.93368	-0.15166
 1.93368	-0.15166
 1.93368	-0.11575
 1.93368	-0.11575
 1.93368	-0.11575
 1.93368	-0.11575
 1.93368	-0.11575
 1.93368	-0.11575
 1.93368	-0.11490
 1.93368	-0.11490
 1.93368	-0.11490
 1.93368	-0.12825
 1.93368	-0.12807
 1.93368	-0.12807
 1.93368	-0.12812
 1.93368	-0.12812
 1.93368	-0.12812
 1.93368	-0.13083
 1.93368	-0.13083
 1.93368	-0.13083
 1.93368	-0.13083
 1.93368	-0.13083
 1.93368	-0.13324
 1.93368	-0.13324
 1.93368	-0.13324
 1.93368	-0.13619
 1.93368	-0.13619
 1.93368	-0.15235
 1.93368	-0.15235
 1.93368	-0.15235
 1.93368	-0.11928
 1.93368	-0.11753
 1.93368	-0.11699
 1.93368	-0.03760
 1.93368	 0.00235
 1.93368	 0.01342
 1.93368	 0.01342
 1.93368	 0.01342
 1.93368	 0.01342
 1.93368	 0.02132
 1.93368	 0.00527
 1.93368	 0.00398
 1.93368	-0.07545
 1.93368	-0.07545
 1.93368	-0.08462
 1.93368	-0.12351
 1.93368	-0.12351
 1.93368	-0.10865
 1.93368	-0.10865
 1.93368	-0.11023
 1.93368	-0.11023
 1.93368	-0.11023
 1.93368	-0.11023
 1.93368	-0.10624
 1.93368	-0.10624
 1.93368	-0.10624
 1.93368	-0.10845
 1.93368	-0.10845
 1.93368	-0.09626
 1.93368	-0.09626
 1.93368	-0.09626
 1.93368	-0.09626
 1.93368	-0.09626
 1.93368	-0.08680
 1.93368	-0.08680
 1.93368	-0.08680
 1.93368	-0.08680
 1.93368	-0.08680
 1.93368	-0.06148
 1.93368	-0.06148
 1.93368	 0.09203
 1.93368	 0.09203
 1.93368	 0.06845
 1.93368	 0.06845
 1.93368	 0.06845
 1.93368	 0.08443
 1.93368	-0.00592
 1.93368	-0.00592
 1.93368	-0.00888
 1.93368	-0.00888
 1.93368	-0.00888
 1.93368	-0.00888
 1.93368	 0.00493
 1.93368	 0.00493
 1.93368	 0.00493
 1.93368	-0.00432
 1.93368	-0.08511
 1.93368	-0.08511
 1.93368	-0.08511
 1.93368	-0.11244
 1.93368	-0.11244
 1.93368	-0.11063
 1.93368	-0.11803
 1.93368	-0.10339
 1.93368	-0.13730
 1.93368	-0.17452
 1.93368	-0.17452
 1.93368	-0.16559
 1.93368	-0.16559
 1.93368	-0.20504
 1.93368	-0.20330
 1.93368	-0.20330
 1.93368	-0.18104
 1.93368	-0.17781
 1.93368	-0.17781
 1.93368	-0.18328
 1.93368	-0.18328
 1.93368	-0.18454
 1.93368	-0.17389
 1.93368	-0.17389
 1.93368	-0.17389
 1.93368	-0.18557
 1.93368	-0.17653
 1.93368	-0.17653
 1.93368	-0.17653
 1.93368	-0.17653
 1.93368	-0.17653
 1.93368	-0.17653
 1.93368	-0.18174
 1.93368	-0.18174
 1.93368	-0.14829
 1.93368	-0.15712
 1.93368	-0.22086
 1.93368	-0.22086
 1.93368	-0.22086
 1.93368	-0.22309
 1.93368	-0.22309
 1.93368	-0.22386
 1.93368	-0.25754
 1.93368	-0.25754
 1.93368	-0.25754
 1.93368	-0.25738
 1.93368	-0.24746
 1.93368	-0.23587
 1.93368	-0.22169
 1.93368	-0.22169
 1.93368	-0.22169
 1.93368	-0.23521
 1.93368	-0.23521
 1.93368	-0.23521
 1.93368	-0.23521
 1.93368	-0.24355
 1.93368	-0.24371
 1.93368	-0.24371
 1.93368	-0.24371
 1.93368	-0.12651
 1.93368	-0.12651
 1.93368	-0.12651
 1.93368	-0.13133
 1.93368	-0.13133
 1.93368	-0.13133
 1.93368	-0.13133
 1.93368	-0.12881
 1.93368	-0.22145
 1.93368	-0.21279
 1.93368	-0.21279
 1.93368	-0.21279
 1.93368	-0.21279
 1.93368	-0.21279
 1.93368	-0.21420
 1.93368	-0.22733
 1.93368	-0.18986
 1.93368	-0.18986
 1.93368	-0.19211
 1.93368	-0.19936
 1.93368	-0.19936
 1.93368	-0.17128
 1.93368	-0.17128
 1.93368	-0.17131
 1.93368	-0.16888
 1.93368	-0.16888
 1.93368	-0.16888
 1.93368	-0.17314
 1.93368	-0.17083
 1.93368	-0.17083
 1.93368	-0.20560
 1.93368	-0.20560
 1.93368	-0.23220
 1.93368	-0.23220
 1.93368	-0.22913
 1.93368	-0.22921
 1.93368	-0.22921
 1.93368	-0.22921
 1.93368	-0.22921
 1.93368	-0.22921
 1.93368	-0.22617
 1.93368	-0.22617
 1.93368	-0.22617
 1.93368	-0.23567
 1.93368	-0.23585
 1.93368	-0.23585
 1.93368	-0.23099
 1.93368	-0.22863
 1.93368	-0.22692
 1.93368	-0.22692
 1.93368	-0.22692
 1.93368	-0.22692
 1.93368	-0.22692
 1.93368	-0.19861
 1.93368	-0.19861
 1.93368	-0.20064
 1.93368	-0.20064
 1.93368	-0.20339
 1.93368	-0.20339
 1.93368	-0.23471
 1.93368	-0.23471
 1.93368	-0.23471
 1.93368	-0.23471
 1.93368	-0.23471
 1.93368	-0.20015
 1.93368	-0.20015
 1.93368	-0.20015
 1.93368	-0.24513
 1.93368	-0.24513
 1.93368	-0.24513
 1.93368	-0.22566
 1.93368	-0.23012
 1.93368	-0.23012
 1.93368	-0.23110
 1.93368	-0.21249
 1.93368	-0.21303
 1.93368	-0.21303
 1.93368	-0.19994
 1.93368	-0.19994
 1.93368	-0.20459
 1.93368	-0.19966
 1.93368	-0.21250
 1.93368	-0.21250
 1.93368	-0.21442
 1.93368	-0.20672
 1.93368	-0.20672
 1.93368	-0.20672
 1.93368	-0.20032
 1.93368	-0.20795
 1.93368	-0.20548
 1.93368	-0.20548
 1.93368	-0.20548
 1.93368	-0.20548
 1.93368	-0.20986
 1.93368	-0.20986
 1.93368	-0.20986
 1.93368	-0.20986
 1.93368	-0.21362
 1.93368	-0.21362
 1.93368	-0.21362
 1.93368	-0.21763
 1.93368	-0.24119
 1.93368	-0.24119
 1.93368	-0.24807
 1.93368	-0.24807
 1.93368	-0.22656
 1.93368	-0.22656
 1.93368	-0.22559
 1.93368	-0.22275
 1.93368	-0.22260
 1.93368	-0.20887
 1.93368	-0.20887
 1.93368	-0.20793
 1.93368	-0.20793
 1.93368	-0.18139
 1.93368	-0.18139
 1.93368	-0.19081
 1.93368	-0.19081
 1.93368	-0.19790
 1.93368	-0.19790
 1.93368	-0.19790
 1.93368	-0.19790
 1.93368	-0.18104
 1.93368	-0.18104
 1.93368	-0.18104
 1.93368	-0.18104
 1.93368	-0.16952
 1.93368	-0.15961
 1.93368	-0.15548
 1.93368	-0.15707
 1.93368	-0.15707
 1.93368	-0.15707
 1.93368	-0.15707
 1.93368	-0.16698
 1.93368	-0.17020
 1.93368	-0.19079
 1.93368	-0.19087
 1.93368	-0.19087
 1.93368	-0.20006
 1.93368	-0.20006
 1.93368	-0.14459
 1.93368	-0.16171
 1.93368	-0.16884
 1.93368	-0.18584
 1.93368	-0.15527
 1.93368	-0.15527
 1.93368	-0.15533
 1.93368	-0.15533
 1.93368	-0.15533
 1.93368	-0.15635
 1.93368	-0.15635
 1.93368	-0.09543
 1.93368	-0.09543
 1.93368	-0.09994
 1.93368	-0.09994
 1.93368	-0.09994
 1.93368	-0.09994
 1.93368	-0.09994
 1.93368	-0.09994
 1.93368	-0.02297
 1.93368	-0.02297
 1.93368	-0.01433
 1.93368	-0.01433
 1.93368	-0.01641
 1.93368	-0.01282
 1.93368	-0.01282
 1.93368	-0.01282
 1.93368	-0.00648
 1.93368	 0.04201
 1.93368	-0.03273
 1.93368	-0.03460
 1.93368	-0.01976
 1.93368	-0.01976
 1.93368	-0.01976
 1.93368	-0.01976
 1.93368	-0.00143
 1.93368	-0.00143
 1.93368	-0.05690
 1.93368	-0.04787
 1.93368	-0.04787
 1.93368	-0.04787
 1.93368	-0.05455
 1.93368	-0.05818
 1.93368	-0.05818
 1.93368	-0.05818
 1.93368	-0.05697
 1.93368	-0.05697
 1.93368	 0.04878
 1.93368	 0.04878
 1.93368	 0.08780
 1.93368	 0.04463
 1.93368	 0.06812
 1.93368	 0.06812
 1.93368	 0.06812
 1.93368	 0.06678
 1.93368	 0.06678
 1.93368	 0.06678
 1.93368	 0.06719
 1.93368	 0.06579
 1.93368	 0.06579
 1.93368	 0.06579
 1.93368	 0.08967
 1.93368	 0.08967
 1.93368	 0.08967
 1.93368	 0.08542
 1.93368	 0.08542
 1.93368	 0.08542
 1.93368	 0.05999
 1.93368	 0.05999
 1.93368	 0.05999
 1.93368	 0.06451
 1.93368	 0.06451
 1.93368	 0.06659
 1.93368	 0.06916
 1.93368	 0.06916
 1.93368	 0.06916
 1.93368	 0.06916
 1.93368	 0.06916
 1.93368	 0.06400
 1.93368	 0.06400
 1.93368	 0.06400
 1.93368	 0.06400
 1.93368	 0.06400
 1.93368	 0.06400
 1.93368	 0.06725
 1.93368	 0.07588
 1.93368	 0.07588
 1.93368	 0.09445
 1.93368	 0.08899
 1.93368	 0.08899
 1.93368	 0.05222
 1.93368	 0.00946
 1.93368	 0.22533
 1.93368	 0.22514
 1.93368	 0.22525
 1.93368	 0.22525
 1.93368	 0.22234
 1.93368	 0.22234
 1.93368	 0.22234
 1.93368	 0.22234
 1.93368	 0.22237
 1.93368	 0.22237
 1.93368	 0.22237
 1.93368	 0.21814
 1.93368	 0.21814
 1.93368	 0.21814
 1.93368	 0.33595
 1.93368	 0.33595
 1.93368	 0.33595
 1.93368	 0.33595
 1.93368	 0.33607
 1.93368	 0.33289
 1.93368	 0.33855
 1.93368	 0.33283
 1.93368	 0.40744
 1.93368	 0.40729
 1.93368	 0.89097
 1.93368	 0.88008
 1.93368	 0.88008
 1.93368	 0.88008
 1.93368	 0.88008
 1.93368	 0.88220
 1.93368	 0.88136
 1.93368	 0.88070
 1.93368	 0.88083
 1.93368	 0.88479
 1.93368	 0.88479
 1.93368	 0.72239
 1.93368	 0.72239
 1.93368	 0.72239
 1.93368	 0.72306
 1.93368	 0.72330
 1.93368	 0.72330
 1.93368	 0.73082
 1.93368	 0.63101
 1.93368	 0.62643
 1.93368	 0.62643
 1.93368	 0.61314
 1.93368	 0.61314
 1.93368	 0.61314
 1.93368	 0.60999
 1.93368	 0.60999
 1.93368	 0.60999
 1.93368	 0.61677
 1.93368	 0.61987
 1.93368	 0.63613
 1.93368	 0.63596
 1.93368	 0.63596
 1.93368	 0.63596
 1.93368	 0.63596
 1.93368	 0.63596
 1.93368	 0.63596
 1.93368	 0.63596
 1.93368	 0.63596
 1.93368	 0.63596
 1.93368	 0.46010
 1.93368	 0.46010
 1.93368	 0.46010
 1.93368	 0.45790
 1.93368	 0.46379
 1.93368	 0.46735
 1.93368	 0.46735
 1.93368	 0.46646
 1.93368	 0.46646
 1.93368	 0.46646
 1.93368	 0.46646
 1.93368	 0.46646
 1.93368	 0.47485
 1.93368	 0.47485
 1.93368	 0.49689
 1.93368	 0.49689
 1.93368	 0.49689
 1.93368	 0.49689
 1.93368	 0.38724
 1.93368	 0.39925
 1.93368	 0.39925
 1.93368	 0.39925
 1.93368	 0.39925
 1.93368	 0.39925
 1.93368	 0.39925
 1.93368	 0.09405
 1.93368	 0.09405
 1.93368	 0.10292
 1.93368	 0.12547
 1.93368	 0.12547
 1.93368	 0.12755
 1.93368	 0.12755
 1.93368	 0.12755
 1.93368	 0.11429
 1.93368	 0.06024
 1.93368	 0.06024
 1.93368	 0.06024
 1.93368	-0.01890
 1.93368	-0.01890
 1.93368	-0.01890
 1.93368	-0.01890
 1.93368	-0.01879
 1.93368	-0.02125
 1.93368	-0.02125
 1.93368	-0.01888
 1.93368	-0.01888
 1.93368	-0.00510
 1.93368	-0.00510
 1.93368	-0.00072
 1.93368	 0.00469
 1.93368	-0.02910
 1.93368	-0.02910
 1.93368	-0.02910
 1.93368	-0.11272
 1.93368	-0.11272
 1.93368	-0.11274
 1.93368	-0.11274
 1.93368	-0.11653
 1.93368	-0.11654
 1.93368	-0.11926
 1.93368	-0.14532
 1.93368	-0.14532
 1.93368	-0.07332
 1.93368	-0.07332
 1.93368	-0.07332
 1.93368	-0.07332
 1.93368	-0.07794
 1.93368	-0.07794
 1.93368	-0.07794
 1.93368	-0.07794
 1.93368	-0.04134
 1.93368	-0.04539
 1.93368	-0.04539
 1.93368	-0.04539
 1.93368	 0.07966
 1.93368	 0.07966
 1.93368	 0.09139
 1.93368	 0.09139
 1.93368	 0.09139
 1.93368	 0.00932
 1.93368	 0.00596
 1.93368	 0.00596
 1.93368	 0.00596
 1.93368	 0.00596
 1.93368	-0.00991
 1.93368	-0.00991
 1.93368	-0.00991
 1.93368	-0.00119
 1.93368	-0.00119
 1.93368	-0.00119
 1.93368	-0.00171
 1.93368	 0.02458
 1.93368	 0.02319
 1.93368	 0.02319
 1.93368	 0.01238
 1.93368	 0.03984
 1.93368	 0.03984
 1.93368	 0.02042
 1.93368	 0.01685
 1.93368	 0.01685
 1.93368	 0.00971
 1.93368	 0.00971
 1.93368	 0.05954
 1.93368	 0.03962
 1.93368	 0.03962
 1.93368	 0.03962
 1.93368	 0.03962
 1.93368	 0.03952
 1.93368	 0.03884
 1.93368	 0.03884
 1.93368	 0.07562
 1.93368	 0.08273
 1.93368	 0.08273
 1.93368	 0.10071
 1.93368	 0.10071
 1.93368	 0.10040
 1.93368	 0.00059
 1.93368	 0.00059
 1.93368	 0.00568
 1.93368	 0.02923
 1.93368	 0.02987
 1.93368	 0.02987
 1.93368	 0.02955
 1.93368	 0.03323
 1.93368	 0.03642
 1.93368	 0.03642
 1.93368	 0.00933
 1.93368	 0.00996
 1.93368	-0.02513
 1.93368	-0.02483
 1.93368	-0.02483
 1.93368	-0.02483
 1.93368	-0.02483
 1.93368	-0.02483
 1.93368	-0.02433
 1.93368	-0.10967
 1.93368	-0.10967
 1.93368	-0.11744
 1.93368	-0.11744
 1.93368	-0.10295
 1.93368	-0.09393
 1.93368	-0.09393
 1.93368	-0.09393
 1.93368	-0.09393
 1.93368	-0.09393
 1.93368	-0.08959
 1.93368	-0.08959
 1.93368	-0.08959
 1.93368	-0.08959
 1.93368	-0.08959
 1.93368	-0.10058
 1.93368	-0.10436
 1.93368	-0.08840
 1.93368	-0.08856
 1.93368	 0.04622
 1.93368	 0.04622
 1.93368	 0.04622
 1.93368	 0.09237
 1.93368	 0.09237
 1.93368	 0.09237
 1.93368	 0.09237
 1.93368	 0.23343
 1.93368	 0.23343
 1.93368	 0.19070
 1.93368	 0.19070
 1.93368	-0.00856
 1.93368	-0.02097
 1.93368	-0.02371
 1.93368	 0.00971
 1.93368	 0.00971
 1.93368	 0.01667
 1.93368	 0.01667
 1.93368	 0.01667
 1.93368	 0.01667
 1.93368	 0.01667
 1.93368	 0.01667
 1.93368	 0.01667
 1.93368	 0.01667
 1.93368	 0.19226
 1.93368	 0.19322
 1.93368	 0.19322
 1.93368	 0.19322
 1.93368	 0.19145
 1.93368	 0.13600
 1.93368	 0.13347
 1.93368	 0.13347
 1.93368	 0.08157
 1.93368	 0.06189
 1.93368	 0.06189
 1.93368	 0.06189
 1.93368	 0.06189
 1.93368	 0.06189
 1.93368	 0.06189
 1.93368	 0.06189
 1.93368	 0.06189
 1.93368	 0.06189
 1.93368	 0.06189
 1.93368	 0.06189
 1.93368	 0.00666
 1.93368	 0.00479
 1.93368	 0.00482
 1.93368	 0.00482
 1.93368	 0.00482
 1.93368	 0.07288
 1.93368	 0.07387
 1.93368	 0.11776
 1.93368	 0.11776
 1.93368	-0.03728
 1.93368	-0.03728
 1.93368	-0.03728
 1.93368	 0.03999
 1.93368	 0.02855
 1.93368	 0.02855
 1.93368	-0.00147
 1.93368	-0.00900
 1.93368	-0.01012
 1.93368	-0.01012
 1.93368	-0.02355
 1.93368	-0.03412
 1.93368	-0.16149
 1.93368	-0.16149
 1.93368	-0.16149
 1.93368	-0.12676
 1.93368	-0.12718
 1.93368	-0.13856
 1.93368	-0.13856
 1.93368	-0.17659
 1.93368	-0.17658
 1.93368	-0.17882
 1.93368	-0.17882
 1.93368	-0.17882
 1.93368	-0.17882
 1.93368	-0.17593
 1.93368	-0.17593
 1.93368	-0.17593
 1.93368	-0.19188
 1.93368	-0.18601
 1.93368	-0.18602
 1.93368	-0.18656
 1.93368	-0.18656
 1.93368	-0.18656
 1.93368	-0.18656
 1.93368	-0.18982
 1.93368	-0.19371
 1.93368	-0.17790
 1.93368	-0.17790
 1.93368	-0.18371
 1.93368	-0.17565
 1.93368	-0.16796
 1.93368	-0.17459
 1.93368	-0.17459
 1.93368	-0.17459
 1.93368	-0.16540
 1.93368	-0.19197
 1.93368	-0.19197
 1.93368	-0.19197
 1.93368	-0.19197
 1.93368	-0.19197
 1.93368	-0.19197
 1.93368	-0.19197
 1.93368	-0.19197
 1.93368	-0.19197
 1.93368	-0.22061
 1.93368	-0.21844
 1.93368	-0.21844
 1.93368	-0.21682
 1.93368	-0.21795
 1.93368	-0.22692
 1.93368	-0.22654
 1.93368	-0.23213
 1.93368	-0.23567
 1.93368	-0.23567
 1.93368	-0.23567
 1.93368	-0.23567
 1.93368	-0.23567
 1.93368	-0.23567
 1.93368	-0.22973
 1.93368	-0.22856
 1.93368	-0.22856
 1.93368	-0.22856
 1.93368	-0.22856
 1.93368	-0.20927
 1.93368	-0.20927
 1.93368	-0.20927
 1.93368	-0.20927
 1.93368	-0.19044
 1.93368	-0.19044
 1.93368	-0.20694
 1.93368	-0.20596
 1.93368	-0.20596
 1.93368	-0.20596
 1.93368	-0.27408
 1.93368	-0.27104
 1.93368	-0.27104
 1.93368	-0.24758
 1.93368	-0.22652
 1.93368	-0.22721
 1.93368	-0.20810
 1.93368	-0.20810
 1.93368	-0.20810
 1.93368	-0.23774
 1.93368	-0.23774
 1.93368	-0.23774
 1.93368	-0.23774
 1.93368	-0.23774
 1.93368	-0.23774
 1.93368	-0.23774
 1.93368	-0.18438
 1.93368	-0.18438
 1.93368	-0.18253
 1.93368	-0.18253
 1.93368	-0.17897
 1.93368	-0.17697
 1.93368	-0.18531
 1.93368	-0.18531
 1.93368	-0.19143
 1.93368	-0.19143
 1.93368	-0.22024
 1.93368	-0.18457
 1.93368	-0.18457
 1.93368	-0.18457
 1.93368	-0.18457
 1.93368	-0.18457
 1.93368	-0.19202
 1.93368	-0.19167
 1.93368	-0.19167
 1.93368	-0.19167
 1.93368	-0.18890
 1.93368	-0.18890
 1.93368	-0.18890
 1.93368	-0.18890
 1.93368	-0.18890
 1.93368	-0.16219
 1.93368	-0.16219
 1.93368	-0.16219
 1.93368	-0.13108
 1.93368	-0.13108
 1.93368	-0.13108
 1.93368	-0.12634
 1.93368	-0.10292
 1.93368	-0.10292
 1.93368	-0.10294
 1.93368	-0.10294
 1.93368	-0.10242
 1.93368	-0.06774
 1.93368	-0.07093
 1.93368	-0.07143
 1.93368	-0.07133
 1.93368	-0.07133
 1.93368	-0.08079
 1.93368	-0.08079
 1.93368	-0.08079
 1.93368	-0.08079
 1.93368	-0.08079
 1.93368	-0.08079
 1.93368	 0.03279
 1.93368	 0.03279
 1.93368	 0.01163
 1.93368	-0.07021
 1.93368	-0.07030
 1.93368	-0.13651
 1.93368	-0.13626
 1.93368	-0.13626
 1.93368	-0.13572
 1.93368	-0.04927
 1.93368	-0.04927
 1.93368	-0.04927
 1.93368	-0.04269
 1.93368	-0.04269
 1.93368	-0.05580
 1.93368	-0.02666
 1.93368	-0.04384
 1.93368	-0.06445
 1.93368	-0.06445
 1.93368	-0.08939
 1.93368	-0.12723
 1.93368	-0.12723
 1.93368	-0.13438
 1.93368	-0.13438
 1.93368	-0.13899
 1.93368	-0.13899
 1.93368	-0.13899
 1.93368	-0.13899
 1.93368	-0.13899
 1.93368	-0.15831
 1.93368	-0.15850
 1.93368	-0.15850
 1.93368	-0.15850
 1.93368	-0.15850
 1.93368	-0.15850
 1.93368	-0.10700
 1.93368	-0.11172
 1.93368	-0.11172
 1.93368	-0.12506
