T	a2
 1.93368	 0.46059
 1.93368	 0.46059
 1.93368	 0.46042
 1.93368	 0.49767
 1.93368	 0.49767
 1.93368	 0.21559
 1.93368	 0.23236
 1.93368	 0.23236
 1.93368	 0.33156
 1.93368	 0.33028
 1.93368	 0.33028
 1.93368	 0.24688
 1.93368	 0.24688
 1.93368	 0.24688
 1.93368	 0.24688
 1.93368	 0.24643
 1.93368	 0.24228
 1.93368	 0.24228
 1.93368	 0.24228
 1.93368	 0.24228
 1.93368	 0.39097
 1.93368	 0.39473
 1.93368	 0.39473
 1.93368	 0.39473
 1.93368	 0.38705
 1.93368	 0.38705
 1.93368	 0.38705
 1.93368	 0.38705
 1.93368	 0.25975
 1.93368	 0.25975
 1.93368	 0.30484
 1.93368	 0.30484
 1.93368	 0.30484
 1.93368	 0.30484
 1.93368	 0.30484
 1.93368	 0.30430
 1.93368	 0.30671
 1.93368	 0.30620
 1.93368	 0.30620
 1.93368	 0.30620
 1.93368	 0.29488
 1.93368	 0.29444
 1.93368	 0.29444
 1.93368	 0.29444
 1.93368	 0.29278
 1.93368	 0.29278
 1.93368	 0.29278
 1.93368	 0.29278
 1.93368	 0.13435
 1.93368	 0.12219
 1.93368	 0.12219
 1.93368	 0.12219
 1.93368	 0.14415
 1.93368	 0.15267
 1.93368	 0.15267
 1.93368	 0.15267
 1.93368	 0.15267
 1.93368	 0.15267
 1.93368	 0.15267
 1.93368	 0.15267
 1.93368	 0.15267
 1.93368	 0.20265
 1.93368	 0.20265
 1.93368	 0.20164
 1.93368	 0.20598
 1.93368	 0.20598
 1.93368	 0.20731
 1.93368	 0.20731
 1.93368	 0.20731
 1.93368	 0.20731
 1.93368	 0.20731
 1.93368	 0.16689
 1.93368	 0.16689
 1.93368	 0.17027
 1.93368	 0.14155
 1.93368	 0.14155
 1.93368	 0.63916
 1.93368	 0.63916
 1.93368	 0.63964
 1.93368	 0.63964
 1.93368	 0.63964
 1.93368	 0.64965
 1.93368	 0.64965
 1.93368	 0.64965
 1.93368	 0.64965
 1.93368	 0.64965
 1.93368	 0.64965
 1.93368	 0.63679
 1.93368	 0.63679
 1.93368	 0.62542
 1.93368	 0.62542
 1.93368	 0.59334
 1.93368	 0.59144
 1.93368	 0.59144
 1.93368	 0.45198
 1.93368	 0.45198
 1.93368	 0.45198
 1.93368	 0.45198
 1.93368	 0.45194
 1.93368	 0.45194
 1.93368	 0.40068
 1.93368	 0.40068
 1.93368	 0.40007
 1.93368	 0.40007
 1.93368	 0.27928
 1.93368	 0.27928
 1.93368	 0.27928
 1.93368	 0.28357
 1.93368	 0.28422
 1.93368	 0.28422
 1.93368	 0.28422
 1.93368	 0.28422
 1.93368	 0.28422
 1.93368	 0.20557
 1.93368	 0.26535
 1.93368	 0.26535
 1.93368	 0.27066
 1.93368	 0.27066
 1.93368	 0.47147
 1.93368	 0.25741
 1.93368	 0.25400
 1.93368	 0.25400
 1.93368	 0.30044
 1.93368	 0.28655
 1.93368	 0.28655
 1.93368	 0.28936
 1.93368	 0.35680
 1.93368	 0.16192
 1.93368	 0.60519
 1.93368	 0.60519
 1.93368	 0.60519
 1.93368	 0.59294
 1.93368	 0.59294
 1.93368	 0.59294
 1.93368	 0.60444
 1.93368	 0.60444
 1.93368	 0.60444
 1.93368	 0.60408
 1.93368	 0.59653
 1.93368	 0.59653
 1.93368	 0.59523
 1.93368	 0.61645
 1.93368	 0.61645
 1.93368	 0.61645
 1.93368	 0.61723
 1.93368	 0.61669
 1.93368	 0.54915
 1.93368	 0.54915
 1.93368	 0.54915
 1.93368	 0.41529
 1.93368	 0.41882
 1.93368	 0.29881
 1.93368	 0.32805
 1.93368	 0.32805
 1.93368	 0.32805
 1.93368	 0.34845
 1.93368	 0.34925
 1.93368	 0.34925
 1.93368	 0.34925
 1.93368	 0.34854
 1.93368	 0.34741
 1.93368	 0.26072
 1.93368	 0.26072
 1.93368	 0.26072
 1.93368	 0.22982
 1.93368	 0.22982
 1.93368	 0.22982
 1.93368	 0.22982
 1.93368	 0.20134
 1.93368	 0.18232
 1.93368	 0.16861
 1.93368	 0.16861
 1.93368	 0.16861
 1.93368	 0.17449
 1.93368	 0.03814
 1.93368	 0.03947
 1.93368	 0.03947
 1.93368	 0.04854
 1.93368	 0.04854
 1.93368	 0.36132
 1.93368	 0.36134
 1.93368	 0.36134
 1.93368	 0.36134
 1.93368	 0.36134
 1.93368	 0.36108
 1.93368	 0.33617
 1.93368	 0.33225
 1.93368	 0.33225
 1.93368	 0.33225
 1.93368	 0.33225
 1.93368	 0.33225
 1.93368	 0.33225
 1.93368	 0.33396
 1.93368	 0.33396
 1.93368	 0.07147
 1.93368	 0.07147
 1.93368	 0.10104
 1.93368	 0.10104
 1.93368	 0.10104
 1.93368	 0.10104
 1.93368	 0.08999
 1.93368	 0.00520
 1.93368	 0.01832
 1.93368	 0.01065
 1.93368	-0.00787
 1.93368	-0.00787
 1.93368	-0.00787
 1.93368	-0.00017
 1.93368	-0.00707
 1.93368	-0.00506
 1.93368	-0.00445
 1.93368	-0.08608
 1.93368	-0.08608
 1.93368	-0.08608
 1.93368	-0.08654
 1.93368	-0.08654
 1.93368	-0.08654
 1.93368	-0.08654
 1.93368	-0.08654
 1.93368	-0.08654
 1.93368	-0.07482
 1.93368	-0.07482
 1.93368	-0.07574
 1.93368	-0.07574
 1.93368	-0.07305
 1.93368	-0.09256
 1.93368	-0.09256
 1.93368	-0.22040
 1.93368	-0.22040
 1.93368	-0.22040
 1.93368	-0.22040
 1.93368	-0.22111
 1.93368	-0.22111
 1.93368	-0.22482
 1.93368	-0.21739
 1.93368	-0.21739
 1.93368	-0.21284
 1.93368	-0.21284
 1.93368	-0.21284
 1.93368	-0.21284
 1.93368	-0.21363
 1.93368	-0.18139
 1.93368	-0.18139
 1.93368	-0.18139
 1.93368	-0.18139
 1.93368	-0.16267
 1.93368	-0.16267
 1.93368	-0.17046
 1.93368	-0.17046
 1.93368	-0.17046
 1.93368	-0.17046
 1.93368	-0.14352
 1.93368	-0.13387
 1.93368	-0.13387
 1.93368	-0.15028
 1.93368	-0.15028
 1.93368	-0.14510
 1.93368	-0.13709
 1.93368	-0.13709
 1.93368	-0.13709
 1.93368	-0.13770
 1.93368	-0.13770
 1.93368	-0.09377
 1.93368	-0.09377
 1.93368	-0.10336
 1.93368	-0.12752
 1.93368	-0.12752
 1.93368	-0.12740
 1.93368	-0.12627
 1.93368	-0.12543
 1.93368	-0.12543
 1.93368	-0.12539
 1.93368	-0.12539
 1.93368	-0.12534
 1.93368	-0.12158
 1.93368	-0.09177
 1.93368	-0.09177
 1.93368	-0.09177
 1.93368	-0.09664
 1.93368	-0.10575
 1.93368	-0.10575
 1.93368	-0.10575
 1.93368	-0.10575
 1.93368	-0.10434
 1.93368	-0.10286
 1.93368	-0.10286
 1.93368	-0.10286
 1.93368	-0.12160
 1.93368	-0.12160
 1.93368	-0.12160
 1.93368	-0.12160
 1.93368	-0.12160
 1.93368	-0.12061
 1.93368	-0.19924
 1.93368	-0.20058
 1.93368	-0.20058
 1.93368	-0.20360
 1.93368	-0.20360
 1.93368	-0.20360
 1.93368	-0.20360
 1.93368	-0.20360
 1.93368	-0.20360
 1.93368	-0.20360
 1.93368	-0.20378
 1.93368	-0.19049
 1.93368	-0.19049
 1.93368	-0.18279
 1.93368	-0.18279
 1.93368	-0.18279
 1.93368	-0.18279
 1.93368	-0.18279
 1.93368	-0.15848
 1.93368	-0.17092
 1.93368	-0.15687
 1.93368	-0.15054
 1.93368	-0.18354
 1.93368	-0.18354
 1.93368	-0.18354
 1.93368	-0.22825
 1.93368	-0.22825
 1.93368	-0.21901
 1.93368	-0.21901
 1.93368	-0.22081
 1.93368	-0.22081
 1.93368	-0.22081
 1.93368	-0.22081
 1.93368	-0.22081
 1.93368	-0.21532
 1.93368	-0.17866
 1.93368	-0.17866
 1.93368	-0.17285
 1.93368	-0.21528
 1.93368	-0.21528
 1.93368	-0.21332
 1.93368	-0.19742
 1.93368	-0.19369
 1.93368	-0.20400
 1.93368	-0.20400
 1.93368	-0.19970
 1.93368	-0.19970
 1.93368	-0.19970
 1.93368	-0.19970
 1.93368	-0.22812
 1.93368	-0.22812
 1.93368	-0.23710
 1.93368	-0.23710
 1.93368	-0.20591
 1.93368	-0.20591
 1.93368	-0.20591
 1.93368	-0.20812
 1.93368	-0.20812
 1.93368	-0.20812
 1.93368	-0.21506
 1.93368	-0.21506
 1.93368	-0.19540
 1.93368	-0.19198
 1.93368	-0.19198
 1.93368	-0.19198
 1.93368	-0.19833
 1.93368	-0.18648
 1.93368	-0.20365
 1.93368	-0.20365
 1.93368	-0.20365
 1.93368	-0.20425
 1.93368	-0.20425
 1.93368	-0.13285
 1.93368	-0.13285
 1.93368	-0.13285
 1.93368	-0.13285
 1.93368	-0.20789
 1.93368	-0.20789
 1.93368	-0.20262
 1.93368	-0.20262
 1.93368	-0.22110
 1.93368	-0.22801
 1.93368	-0.22801
 1.93368	-0.22801
 1.93368	-0.22801
 1.93368	-0.22801
 1.93368	-0.22591
 1.93368	-0.21137
 1.93368	-0.21137
 1.93368	-0.21137
 1.93368	-0.21137
 1.93368	-0.21137
 1.93368	-0.21515
 1.93368	-0.21515
 1.93368	-0.21515
 1.93368	-0.21515
 1.93368	-0.14503
 1.93368	 0.13691
 1.93368	 0.11581
 1.93368	 0.11581
 1.93368	 0.11581
 1.93368	 0.11581
 1.93368	 0.11581
 1.93368	-0.03165
 1.93368	-0.03418
 1.93368	-0.02687
 1.93368	-0.02687
 1.93368	-0.02613
 1.93368	-0.02613
 1.93368	-0.02613
 1.93368	-0.01785
 1.93368	-0.01785
 1.93368	-0.01785
 1.93368	-0.01785
 1.93368	-0.01785
 1.93368	-0.01676
 1.93368	-0.01676
 1.93368	-0.01676
 1.93368	-0.01676
 1.93368	-0.00249
 1.93368	-0.00250
 1.93368	-0.00250
 1.93368	-0.00327
 1.93368	-0.00327
 1.93368	-0.07284
 1.93368	-0.07284
 1.93368	-0.12299
 1.93368	-0.12299
 1.93368	-0.12299
 1.93368	-0.12299
 1.93368	-0.12299
 1.93368	-0.12185
 1.93368	-0.12185
 1.93368	-0.12185
 1.93368	-0.12185
 1.93368	-0.12185
 1.93368	-0.12185
 1.93368	-0.12125
 1.93368	-0.12305
 1.93368	-0.12305
 1.93368	-0.12305
 1.93368	-0.12305
 1.93368	-0.14093
 1.93368	-0.14586
 1.93368	-0.14586
 1.93368	-0.14586
 1.93368	-0.14586
 1.93368	-0.16697
 1.93368	-0.09819
 1.93368	-0.09819
 1.93368	-0.09819
 1.93368	 0.03054
 1.93368	 0.03296
 1.93368	 0.02083
 1.93368	-0.03518
 1.93368	-0.03518
 1.93368	-0.03518
 1.93368	-0.03518
 1.93368	-0.03518
 1.93368	-0.16816
 1.93368	-0.16816
 1.93368	-0.08511
 1.93368	-0.09279
 1.93368	-0.09279
 1.93368	-0.09279
 1.93368	-0.11964
 1.93368	-0.11964
 1.93368	-0.11100
 1.93368	-0.11100
 1.93368	-0.15032
 1.93368	-0.15032
 1.93368	-0.15032
 1.93368	-0.15032
 1.93368	-0.15032
 1.93368	-0.15264
 1.93368	-0.15264
 1.93368	-0.12729
 1.93368	-0.12460
 1.93368	-0.09574
 1.93368	-0.09574
 1.93368	-0.09574
 1.93368	-0.09576
 1.93368	-0.09576
 1.93368	-0.09576
 1.93368	-0.09576
 1.93368	-0.08666
 1.93368	-0.08666
 1.93368	-0.06355
 1.93368	-0.05568
 1.93368	 0.00110
 1.93368	-0.02908
 1.93368	 0.00878
 1.93368	 0.00878
 1.93368	-0.00397
 1.93368	-0.00397
 1.93368	-0.03195
 1.93368	-0.08402
 1.93368	-0.08402
 1.93368	-0.08402
 1.93368	-0.08378
 1.93368	-0.08378
 1.93368	-0.08378
 1.93368	-0.12085
 1.93368	-0.12085
 1.93368	-0.13663
 1.93368	-0.13663
 1.93368	-0.13663
 1.93368	-0.13663
 1.93368	-0.13663
 1.93368	-0.13663
 1.93368	-0.13663
 1.93368	-0.14027
 1.93368	-0.14027
 1.93368	-0.05843
 1.93368	-0.04150
 1.93368	-0.02797
 1.93368	-0.02797
 1.93368	-0.02797
 1.93368	 0.00954
 1.93368	 0.00954
 1.93368	 0.00954
 1.93368	 0.00954
 1.93368	 0.00954
 1.93368	 0.00954
 1.93368	 0.00954
 1.93368	 0.00954
 1.93368	 0.00954
 1.93368	-0.08700
 1.93368	-0.18543
 1.93368	-0.18543
 1.93368	-0.18543
 1.93368	-0.18543
 1.93368	-0.18543
 1.93368	-0.20758
 1.93368	-0.21674
 1.93368	-0.21360
 1.93368	-0.20803
 1.93368	-0.21020
 1.93368	-0.19166
 1.93368	-0.19166
 1.93368	-0.19166
 1.93368	-0.18075
 1.93368	-0.18473
 1.93368	-0.15072
 1.93368	-0.15608
 1.93368	-0.15679
 1.93368	-0.12431
 1.93368	-0.12431
 1.93368	-0.12113
 1.93368	-0.12113
 1.93368	-0.11972
 1.93368	-0.12082
 1.93368	-0.12325
 1.93368	-0.11561
 1.93368	-0.11561
 1.93368	-0.11561
 1.93368	-0.11561
 1.93368	-0.11561
 1.93368	-0.05768
 1.93368	-0.04758
 1.93368	-0.05578
 1.93368	-0.05578
 1.93368	-0.05578
 1.93368	-0.05578
 1.93368	-0.06604
 1.93368	 0.01868
 1.93368	 0.01868
 1.93368	 0.01868
 1.93368	 0.01868
 1.93368	 0.01211
 1.93368	 0.01211
 1.93368	 0.01211
 1.93368	 0.01211
 1.93368	 0.01340
 1.93368	 0.01340
 1.93368	 0.01340
 1.93368	 0.01269
 1.93368	 0.11677
 1.93368	 0.11677
 1.93368	 0.11677
 1.93368	 0.11677
 1.93368	 0.11451
 1.93368	 0.13934
 1.93368	 0.12706
 1.93368	 0.12708
 1.93368	 0.12708
 1.93368	 0.12708
 1.93368	 0.12708
 1.93368	 0.12716
 1.93368	 0.12716
 1.93368	 0.12744
 1.93368	 0.12744
 1.93368	 0.16924
 1.93368	 0.16924
 1.93368	 0.16924
 1.93368	 0.17589
 1.93368	 0.17589
 1.93368	 0.17732
 1.93368	 0.17732
 1.93368	 0.20557
 1.93368	 0.20557
 1.93368	 0.20557
 1.93368	 0.53851
 1.93368	 0.53851
 1.93368	 0.52881
 1.93368	 0.52807
 1.93368	 0.52522
 1.93368	 0.52522
 1.93368	 0.52522
 1.93368	 0.52522
 1.93368	 0.47858
 1.93368	 0.44995
 1.93368	 0.44995
 1.93368	 0.45012
 1.93368	 0.46273
 1.93368	 0.46273
 1.93368	 0.46273
 1.93368	 0.46273
 1.93368	 0.46273
 1.93368	 0.44878
 1.93368	 0.44878
 1.93368	 0.36295
 1.93368	 0.36295
 1.93368	 0.36295
 1.93368	 0.36295
 1.93368	 0.36247
 1.93368	 0.36247
 1.93368	 0.36247
 1.93368	 0.36247
 1.93368	 0.15783
 1.93368	 0.15783
 1.93368	 0.16141
 1.93368	 0.16141
 1.93368	 0.15827
 1.93368	 0.15827
 1.93368	 0.15164
 1.93368	 0.12412
 1.93368	 0.12412
 1.93368	 0.13066
 1.93368	 0.13066
 1.93368	 0.11951
 1.93368	 0.11893
 1.93368	 0.11893
 1.93368	 0.11684
 1.93368	 0.11684
 1.93368	 0.10613
 1.93368	 0.07200
 1.93368	 0.05259
 1.93368	 0.05259
 1.93368	 0.05259
 1.93368	 0.05259
 1.93368	 0.05426
 1.93368	 0.05426
 1.93368	 0.05426
 1.93368	 0.06984
 1.93368	 0.09268
 1.93368	 0.08496
 1.93368	 0.07400
 1.93368	 0.03422
 1.93368	 0.03422
 1.93368	 0.00224
 1.93368	 0.00224
 1.93368	 0.00224
 1.93368	-0.02863
 1.93368	-0.02259
 1.93368	-0.02259
 1.93368	-0.02259
 1.93368	-0.02259
 1.93368	-0.02259
 1.93368	-0.02259
 1.93368	-0.02292
 1.93368	-0.02292
 1.93368	-0.02292
 1.93368	-0.02870
 1.93368	-0.02221
 1.93368	-0.02221
 1.93368	-0.02221
 1.93368	-0.04103
 1.93368	-0.04103
 1.93368	-0.04103
 1.93368	-0.04103
 1.93368	-0.04103
 1.93368	-0.04103
 1.93368	-0.05420
 1.93368	-0.05420
 1.93368	-0.06670
 1.93368	-0.06670
 1.93368	-0.08939
 1.93368	-0.08939
 1.93368	-0.07969
 1.93368	-0.07969
 1.93368	-0.07969
 1.93368	-0.12550
 1.93368	-0.12034
 1.93368	-0.12034
 1.93368	-0.10643
 1.93368	-0.10936
 1.93368	-0.10936
 1.93368	-0.10991
 1.93368	-0.10991
 1.93368	-0.10991
 1.93368	-0.11237
 1.93368	-0.11237
 1.93368	-0.11237
 1.93368	-0.11231
 1.93368	-0.11231
 1.93368	-0.11231
 1.93368	-0.11838
 1.93368	-0.11662
 1.93368	-0.11298
 1.93368	-0.11298
 1.93368	-0.11298
 1.93368	-0.11298
 1.93368	-0.11314
 1.93368	-0.11314
 1.93368	-0.11314
 1.93368	-0.11314
 1.93368	-0.11312
 1.93368	-0.11312
 1.93368	-0.11312
 1.93368	-0.09380
 1.93368	-0.06962
 1.93368	-0.07474
 1.93368	-0.07474
 1.93368	-0.07474
 1.93368	-0.07474
 1.93368	-0.07474
 1.93368	-0.07474
 1.93368	-0.06965
 1.93368	-0.06952
 1.93368	-0.03745
 1.93368	-0.03745
 1.93368	-0.03745
 1.93368	-0.03745
 1.93368	-0.05206
 1.93368	-0.05206
 1.93368	-0.05615
 1.93368	-0.02045
 1.93368	-0.05557
 1.93368	-0.05132
 1.93368	-0.05132
 1.93368	-0.05132
 1.93368	-0.05496
 1.93368	-0.05496
 1.93368	-0.06688
 1.93368	-0.06688
 1.93368	-0.06250
 1.93368	-0.06250
 1.93368	-0.06250
 1.93368	-0.06093
 1.93368	-0.00083
 1.93368	-0.04870
 1.93368	-0.03274
 1.93368	-0.03274
 1.93368	-0.03274
 1.93368	-0.03274
 1.93368	-0.03188
 1.93368	-0.03221
 1.93368	-0.03221
 1.93368	-0.03959
 1.93368	-0.03959
 1.93368	-0.03959
