     -0.64      -1.80
      1.13       0.86
     -1.58      -0.48
     -0.69       1.33
      0.14      -0.66
     -0.36       0.52
     -0.17       2.15
      0.14       0.05
     -1.79       0.70
      0.49       1.02
      0.34      -0.85
     -1.48      -0.59
      0.94       0.68
     -1.77       0.45
      0.60      -1.62
     -0.10       0.52
      1.24       0.19
      0.05       0.27
      0.64      -2.47
      0.57      -0.53
      0.13       1.00
      1.11      -0.65
     -0.40       1.21
      0.28      -0.10
      1.33       0.97
