     23.41      15.43
    -14.96      -9.34
      4.42       6.02
      4.86       9.27
      0.31     -10.24
    -14.54      21.03
      8.70      -9.18
     12.26       2.06
     -3.59      -0.36
     -1.45     -18.49
     20.35     -19.66
    -15.70     -17.74
    -22.07      14.54
     -8.74      22.20
     -6.95      21.00
     -6.21     -15.89
    -21.81     -16.01
     -8.76      18.74
     -2.07       5.92
     19.91       7.69
     12.86      23.17
     -7.78      17.00
     19.00      14.62
     14.48      20.02
    -13.88       1.38
