     -2.22     -16.24
     20.81      18.60
     16.68      13.70
    -22.30      23.76
     16.48      -6.80
     18.64     -10.66
     22.22      22.20
     19.40      -2.28
    -22.88      16.15
     22.19      -7.10
      1.19     -23.15
     23.28       5.83
     -9.58      -5.49
     13.77      10.40
    -17.26       7.91
    -13.45       6.40
      1.15     -20.14
      1.63      14.96
     12.74      -4.17
     11.97      -2.32
    -23.32       6.43
    -10.02      -0.42
    -19.69      12.70
     -0.98     -22.99
    -20.04      16.83
