     12.51      11.42
    -20.49      -3.06
    -23.66     -22.87
     14.55     -18.21
      6.33      12.27
    -13.03     -16.29
     12.77      13.62
    -21.10     -19.16
     -3.56      24.00
     19.75      -2.96
    -14.08      -9.24
     16.28      15.12
     17.36       1.16
     15.45       4.41
    -12.46      13.39
    -18.36      18.92
    -15.09       7.99
    -10.28       4.34
      0.06      14.15
    -15.92      -5.01
     -4.71      -0.15
     14.26      -7.39
    -10.90     -15.13
      2.38       9.39
      2.53      13.81
