     11.56       2.80
    -11.52      10.32
    -19.60     -20.20
     23.74      21.12
    -16.62       5.84
    -18.98       7.23
     11.51     -17.80
     -4.03       5.58
     22.76      -3.30
    -14.36      -6.21
      7.37      22.32
     -7.94       1.88
     19.92      18.47
     15.10       5.30
     -5.65     -20.80
     22.11      -9.18
     20.02      12.10
     -0.33     -23.70
     -4.08      14.51
     -0.61      -0.15
     12.69       1.14
    -19.44     -16.21
     -1.93      19.64
     -7.35       7.90
    -12.78      -2.65
