      0.36       0.45
      0.99       0.05
      0.02      -0.88
     -0.71       0.75
     -0.35      -0.07
      2.08      -0.58
      1.89      -1.33
      2.44      -1.02
      0.43      -1.36
      0.35      -0.63
     -1.13      -0.80
     -0.44      -0.04
      0.10      -0.23
      0.80       1.38
     -0.66       0.04
     -1.71      -2.04
     -0.16       0.39
     -1.10      -0.01
     -0.45       0.27
      0.14      -0.98
     -1.80       0.99
     -0.64       0.06
     -1.57       1.03
     -1.18      -0.58
     -0.02      -0.87
