    -21.72     -15.60
     22.44      13.62
      4.93       8.33
      0.91     -18.87
     22.62      -1.71
      7.03     -21.27
     -2.92       1.26
     13.59       9.24
      6.98     -23.27
     -1.50      -1.39
     17.87     -13.24
     18.08       2.97
      5.20      18.15
    -17.09      13.11
      5.32      -9.51
    -19.33       6.04
     -6.78       0.78
    -23.74      22.30
      3.59      -0.59
     -3.68       6.61
     -9.75      12.52
    -17.64      18.37
    -10.02     -23.02
      0.96      10.92
    -11.14      -5.31
